"Step","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_accuracy_combined","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_accuracy_combined","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_accuracy_combined","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MAX"
"47","0.6875","0.6875","0.6875","0.552734375","0.552734375","0.552734375","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.634765625","0.634765625","0.634765625","0.5859375","0.5859375","0.5859375","0.623046875","0.623046875","0.623046875","0.5966796875","0.5966796875","0.5966796875","0.5849609375","0.5849609375","0.5849609375"
"48","0.6767578125","0.6767578125","0.6767578125","0.5712890625","0.5712890625","0.5712890625","0.572265625","0.572265625","0.572265625","0.572265625","0.572265625","0.572265625","0.572265625","0.572265625","0.572265625","0.65625","0.65625","0.65625","0.5966796875","0.5966796875","0.5966796875","0.63671875","0.63671875","0.63671875","0.61328125","0.61328125","0.61328125","0.59375","0.59375","0.59375"
"49","0.6572265625","0.6572265625","0.6572265625","0.5419921875","0.5419921875","0.5419921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.646484375","0.646484375","0.646484375","0.57421875","0.57421875","0.57421875","0.64453125","0.64453125","0.64453125","0.6005859375","0.6005859375","0.6005859375","0.578125","0.578125","0.578125"
"50","0.6640625","0.6640625","0.6640625","0.5205078125","0.5205078125","0.5205078125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.6171875","0.6171875","0.6171875","0.548828125","0.548828125","0.548828125","0.5966796875","0.5966796875","0.5966796875","0.5625","0.5625","0.5625","0.5478515625","0.5478515625","0.5478515625"
"51","0.66015625","0.66015625","0.66015625","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.654296875","0.654296875","0.654296875","0.5849609375","0.5849609375","0.5849609375","0.6328125","0.6328125","0.6328125","0.6103515625","0.6103515625","0.6103515625","0.587890625","0.587890625","0.587890625"
"52","0.65625","0.65625","0.65625","0.5322265625","0.5322265625","0.5322265625","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.640625","0.640625","0.640625","0.55859375","0.55859375","0.55859375","0.6171875","0.6171875","0.6171875","0.5771484375","0.5771484375","0.5771484375","0.55859375","0.55859375","0.55859375"
"53","0.6640625","0.6640625","0.6640625","0.576171875","0.576171875","0.576171875","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.5791015625","0.67578125","0.67578125","0.67578125","0.62109375","0.62109375","0.62109375","0.6669921875","0.6669921875","0.6669921875","0.6455078125","0.6455078125","0.6455078125","0.615234375","0.615234375","0.615234375"
"54","0.677734375","0.677734375","0.677734375","0.5546875","0.5546875","0.5546875","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.5478515625","0.64453125","0.64453125","0.64453125","0.5810546875","0.5810546875","0.5810546875","0.626953125","0.626953125","0.626953125","0.595703125","0.595703125","0.595703125","0.5703125","0.5703125","0.5703125"
"55","0.650390625","0.650390625","0.650390625","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.638671875","0.638671875","0.638671875","0.5712890625","0.5712890625","0.5712890625","0.625","0.625","0.625","0.5966796875","0.5966796875","0.5966796875","0.5703125","0.5703125","0.5703125"
"56","0.6884765625","0.6884765625","0.6884765625","0.5625","0.5625","0.5625","0.564453125","0.564453125","0.564453125","0.564453125","0.564453125","0.564453125","0.564453125","0.564453125","0.564453125","0.6552734375","0.6552734375","0.6552734375","0.6015625","0.6015625","0.6015625","0.6474609375","0.6474609375","0.6474609375","0.6240234375","0.6240234375","0.6240234375","0.599609375","0.599609375","0.599609375"
"57","0.673828125","0.673828125","0.673828125","0.5546875","0.5546875","0.5546875","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.6552734375","0.6552734375","0.6552734375","0.599609375","0.599609375","0.599609375","0.638671875","0.638671875","0.638671875","0.61328125","0.61328125","0.61328125","0.59765625","0.59765625","0.59765625"
"58","0.6640625","0.6640625","0.6640625","0.5224609375","0.5224609375","0.5224609375","0.521484375","0.521484375","0.521484375","0.521484375","0.521484375","0.521484375","0.521484375","0.521484375","0.521484375","0.62890625","0.62890625","0.62890625","0.5537109375","0.5537109375","0.5537109375","0.6162109375","0.6162109375","0.6162109375","0.58203125","0.58203125","0.58203125","0.5478515625","0.5478515625","0.5478515625"
"59","0.7080078125","0.7080078125","0.7080078125","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.654296875","0.654296875","0.654296875","0.5927734375","0.5927734375","0.5927734375","0.63671875","0.63671875","0.63671875","0.6123046875","0.6123046875","0.6123046875","0.5859375","0.5859375","0.5859375"
"60","0.6591796875","0.6591796875","0.6591796875","0.5166015625","0.5166015625","0.5166015625","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.646484375","0.646484375","0.646484375","0.564453125","0.564453125","0.564453125","0.63671875","0.63671875","0.63671875","0.58984375","0.58984375","0.58984375","0.5634765625","0.5634765625","0.5634765625"
"61","0.6953125","0.6953125","0.6953125","0.5390625","0.5390625","0.5390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.64453125","0.64453125","0.64453125","0.5869140625","0.5869140625","0.5869140625","0.6328125","0.6328125","0.6328125","0.5966796875","0.5966796875","0.5966796875","0.5751953125","0.5751953125","0.5751953125"
"62","0.6826171875","0.6826171875","0.6826171875","0.5546875","0.5546875","0.5546875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.5498046875","0.6474609375","0.6474609375","0.6474609375","0.58203125","0.58203125","0.58203125","0.638671875","0.638671875","0.638671875","0.6044921875","0.6044921875","0.6044921875","0.5771484375","0.5771484375","0.5771484375"
"63","0.6611328125","0.6611328125","0.6611328125","0.529296875","0.529296875","0.529296875","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.52734375","0.6552734375","0.6552734375","0.6552734375","0.5869140625","0.5869140625","0.5869140625","0.64453125","0.64453125","0.64453125","0.611328125","0.611328125","0.611328125","0.57421875","0.57421875","0.57421875"
"64","0.669921875","0.669921875","0.669921875","0.560546875","0.560546875","0.560546875","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.681640625","0.681640625","0.681640625","0.611328125","0.611328125","0.611328125","0.6640625","0.6640625","0.6640625","0.626953125","0.626953125","0.626953125","0.60546875","0.60546875","0.60546875"
"65","0.640625","0.640625","0.640625","0.5576171875","0.5576171875","0.5576171875","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.6689453125","0.6689453125","0.6689453125","0.6064453125","0.6064453125","0.6064453125","0.6591796875","0.6591796875","0.6591796875","0.6240234375","0.6240234375","0.6240234375","0.5966796875","0.5966796875","0.5966796875"
"66","0.66796875","0.66796875","0.66796875","0.5234375","0.5234375","0.5234375","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.5244140625","0.64453125","0.64453125","0.64453125","0.5732421875","0.5732421875","0.5732421875","0.6279296875","0.6279296875","0.6279296875","0.5888671875","0.5888671875","0.5888671875","0.55859375","0.55859375","0.55859375"
"67","0.65234375","0.65234375","0.65234375","0.5576171875","0.5576171875","0.5576171875","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.5556640625","0.65234375","0.65234375","0.65234375","0.59375","0.59375","0.59375","0.650390625","0.650390625","0.650390625","0.615234375","0.615234375","0.615234375","0.5966796875","0.5966796875","0.5966796875"
"68","0.6806640625","0.6806640625","0.6806640625","0.5302734375","0.5302734375","0.5302734375","0.5234375","0.5234375","0.5234375","0.5234375","0.5234375","0.5234375","0.5234375","0.5234375","0.5234375","0.6337890625","0.6337890625","0.6337890625","0.5810546875","0.5810546875","0.5810546875","0.62109375","0.62109375","0.62109375","0.599609375","0.599609375","0.599609375","0.564453125","0.564453125","0.564453125"
"69","0.666015625","0.666015625","0.666015625","0.529296875","0.529296875","0.529296875","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.6689453125","0.6689453125","0.6689453125","0.5849609375","0.5849609375","0.5849609375","0.64453125","0.64453125","0.64453125","0.611328125","0.611328125","0.611328125","0.578125","0.578125","0.578125"
"70","0.6591796875","0.6591796875","0.6591796875","0.53515625","0.53515625","0.53515625","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.5302734375","0.6396484375","0.6396484375","0.6396484375","0.5791015625","0.5791015625","0.5791015625","0.630859375","0.630859375","0.630859375","0.6025390625","0.6025390625","0.6025390625","0.57421875","0.57421875","0.57421875"
"71","0.6611328125","0.6611328125","0.6611328125","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.6494140625","0.6494140625","0.6494140625","0.58984375","0.58984375","0.58984375","0.6416015625","0.6416015625","0.6416015625","0.6015625","0.6015625","0.6015625","0.5830078125","0.5830078125","0.5830078125"
"72","0.72265625","0.72265625","0.72265625","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.51171875","0.63671875","0.63671875","0.63671875","0.5546875","0.5546875","0.5546875","0.6142578125","0.6142578125","0.6142578125","0.5810546875","0.5810546875","0.5810546875","0.5458984375","0.5458984375","0.5458984375"
"73","0.67578125","0.67578125","0.67578125","0.533203125","0.533203125","0.533203125","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.6533203125","0.6533203125","0.6533203125","0.587890625","0.587890625","0.587890625","0.6328125","0.6328125","0.6328125","0.6005859375","0.6005859375","0.6005859375","0.5732421875","0.5732421875","0.5732421875"
"74","0.6904296875","0.6904296875","0.6904296875","0.572265625","0.572265625","0.572265625","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.677734375","0.677734375","0.677734375","0.6142578125","0.6142578125","0.6142578125","0.6630859375","0.6630859375","0.6630859375","0.62890625","0.62890625","0.62890625","0.6123046875","0.6123046875","0.6123046875"
"75","0.6865234375","0.6865234375","0.6865234375","0.52734375","0.52734375","0.52734375","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.5263671875","0.654296875","0.654296875","0.654296875","0.5771484375","0.5771484375","0.5771484375","0.6259765625","0.6259765625","0.6259765625","0.6025390625","0.6025390625","0.6025390625","0.5625","0.5625","0.5625"
"76","0.69921875","0.69921875","0.69921875","0.5810546875","0.5810546875","0.5810546875","0.576171875","0.576171875","0.576171875","0.576171875","0.576171875","0.576171875","0.576171875","0.576171875","0.576171875","0.69140625","0.69140625","0.69140625","0.6298828125","0.6298828125","0.6298828125","0.6865234375","0.6865234375","0.6865234375","0.6455078125","0.6455078125","0.6455078125","0.6220703125","0.6220703125","0.6220703125"
"77","0.6728515625","0.6728515625","0.6728515625","0.5302734375","0.5302734375","0.5302734375","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.6455078125","0.6455078125","0.6455078125","0.57421875","0.57421875","0.57421875","0.6396484375","0.6396484375","0.6396484375","0.607421875","0.607421875","0.607421875","0.560546875","0.560546875","0.560546875"
"78","0.66796875","0.66796875","0.66796875","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.5390625","0.6826171875","0.6826171875","0.6826171875","0.6142578125","0.6142578125","0.6142578125","0.6689453125","0.6689453125","0.6689453125","0.6435546875","0.6435546875","0.6435546875","0.59765625","0.59765625","0.59765625"
"79","0.6455078125","0.6455078125","0.6455078125","0.5341796875","0.5341796875","0.5341796875","0.533203125","0.533203125","0.533203125","0.533203125","0.533203125","0.533203125","0.533203125","0.533203125","0.533203125","0.6728515625","0.6728515625","0.6728515625","0.5869140625","0.5869140625","0.5869140625","0.6630859375","0.6630859375","0.6630859375","0.62109375","0.62109375","0.62109375","0.5791015625","0.5791015625","0.5791015625"
"80","0.6953125","0.6953125","0.6953125","0.5390625","0.5390625","0.5390625","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.5361328125","0.6396484375","0.6396484375","0.6396484375","0.5810546875","0.5810546875","0.5810546875","0.6416015625","0.6416015625","0.6416015625","0.6064453125","0.6064453125","0.6064453125","0.568359375","0.568359375","0.568359375"
"81","0.6728515625","0.6728515625","0.6728515625","0.5576171875","0.5576171875","0.5576171875","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.556640625","0.6875","0.6875","0.6875","0.6123046875","0.6123046875","0.6123046875","0.673828125","0.673828125","0.673828125","0.6455078125","0.6455078125","0.6455078125","0.60546875","0.60546875","0.60546875"
"82","0.7060546875","0.7060546875","0.7060546875","0.537109375","0.537109375","0.537109375","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.5341796875","0.6513671875","0.6513671875","0.6513671875","0.5986328125","0.5986328125","0.5986328125","0.6416015625","0.6416015625","0.6416015625","0.609375","0.609375","0.609375","0.5791015625","0.5791015625","0.5791015625"
"83","0.6865234375","0.6865234375","0.6865234375","0.5634765625","0.5634765625","0.5634765625","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.6669921875","0.6669921875","0.6669921875","0.6142578125","0.6142578125","0.6142578125","0.658203125","0.658203125","0.658203125","0.6298828125","0.6298828125","0.6298828125","0.60546875","0.60546875","0.60546875"
"84","0.669921875","0.669921875","0.669921875","0.5234375","0.5234375","0.5234375","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.5205078125","0.642578125","0.642578125","0.642578125","0.5771484375","0.5771484375","0.5771484375","0.6357421875","0.6357421875","0.6357421875","0.59375","0.59375","0.59375","0.5673828125","0.5673828125","0.5673828125"
"85","0.6923828125","0.6923828125","0.6923828125","0.52734375","0.52734375","0.52734375","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.5283203125","0.6572265625","0.6572265625","0.6572265625","0.5947265625","0.5947265625","0.5947265625","0.64453125","0.64453125","0.64453125","0.607421875","0.607421875","0.607421875","0.5830078125","0.5830078125","0.5830078125"
"86","0.7353515625","0.7353515625","0.7353515625","0.53515625","0.53515625","0.53515625","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.5380859375","0.69140625","0.69140625","0.69140625","0.6083984375","0.6083984375","0.6083984375","0.6640625","0.6640625","0.6640625","0.62109375","0.62109375","0.62109375","0.5849609375","0.5849609375","0.5849609375"
"87","0.646484375","0.646484375","0.646484375","0.5244140625","0.5244140625","0.5244140625","0.525390625","0.525390625","0.525390625","0.525390625","0.525390625","0.525390625","0.525390625","0.525390625","0.525390625","0.673828125","0.673828125","0.673828125","0.5966796875","0.5966796875","0.5966796875","0.662109375","0.662109375","0.662109375","0.623046875","0.623046875","0.623046875","0.58203125","0.58203125","0.58203125"
"88","0.6796875","0.6796875","0.6796875","0.552734375","0.552734375","0.552734375","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.5517578125","0.658203125","0.658203125","0.658203125","0.59765625","0.59765625","0.59765625","0.6513671875","0.6513671875","0.6513671875","0.6171875","0.6171875","0.6171875","0.5966796875","0.5966796875","0.5966796875"
"89","0.6796875","0.6796875","0.6796875","0.548828125","0.548828125","0.548828125","0.55078125","0.55078125","0.55078125","0.55078125","0.55078125","0.55078125","0.55078125","0.55078125","0.55078125","0.6748046875","0.6748046875","0.6748046875","0.6083984375","0.6083984375","0.6083984375","0.6611328125","0.6611328125","0.6611328125","0.6298828125","0.6298828125","0.6298828125","0.6015625","0.6015625","0.6015625"
"90","0.6806640625","0.6806640625","0.6806640625","0.5322265625","0.5322265625","0.5322265625","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.529296875","0.6494140625","0.6494140625","0.6494140625","0.5908203125","0.5908203125","0.5908203125","0.642578125","0.642578125","0.642578125","0.6083984375","0.6083984375","0.6083984375","0.5849609375","0.5849609375","0.5849609375"
"91","0.6982421875","0.6982421875","0.6982421875","0.544921875","0.544921875","0.544921875","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.5400390625","0.669921875","0.669921875","0.669921875","0.59375","0.59375","0.59375","0.658203125","0.658203125","0.658203125","0.6103515625","0.6103515625","0.6103515625","0.5849609375","0.5849609375","0.5849609375"
"92","0.6826171875","0.6826171875","0.6826171875","0.587890625","0.587890625","0.587890625","0.58984375","0.58984375","0.58984375","0.58984375","0.58984375","0.58984375","0.58984375","0.58984375","0.58984375","0.6904296875","0.6904296875","0.6904296875","0.6376953125","0.6376953125","0.6376953125","0.685546875","0.685546875","0.685546875","0.6552734375","0.6552734375","0.6552734375","0.6201171875","0.6201171875","0.6201171875"
"93","0.6982421875","0.6982421875","0.6982421875","0.5478515625","0.5478515625","0.5478515625","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.669921875","0.669921875","0.669921875","0.5888671875","0.5888671875","0.5888671875","0.654296875","0.654296875","0.654296875","0.6064453125","0.6064453125","0.6064453125","0.5849609375","0.5849609375","0.5849609375"
"94","0.6787109375","0.6787109375","0.6787109375","0.572265625","0.572265625","0.572265625","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.5693359375","0.6875","0.6875","0.6875","0.6259765625","0.6259765625","0.6259765625","0.6806640625","0.6806640625","0.6806640625","0.6435546875","0.6435546875","0.6435546875","0.6083984375","0.6083984375","0.6083984375"
"95","0.673828125","0.673828125","0.673828125","0.560546875","0.560546875","0.560546875","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.55859375","0.67578125","0.67578125","0.67578125","0.6201171875","0.6201171875","0.6201171875","0.6640625","0.6640625","0.6640625","0.6376953125","0.6376953125","0.6376953125","0.6025390625","0.6025390625","0.6025390625"
"96","0.6650390625","0.6650390625","0.6650390625","0.5205078125","0.5205078125","0.5205078125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.517578125","0.6416015625","0.6416015625","0.6416015625","0.5830078125","0.5830078125","0.5830078125","0.6318359375","0.6318359375","0.6318359375","0.6142578125","0.6142578125","0.6142578125","0.564453125","0.564453125","0.564453125"
"97","0.7080078125","0.7080078125","0.7080078125","0.5556640625","0.5556640625","0.5556640625","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.5537109375","0.666015625","0.666015625","0.666015625","0.61328125","0.61328125","0.61328125","0.6513671875","0.6513671875","0.6513671875","0.625","0.625","0.625","0.5908203125","0.5908203125","0.5908203125"
"98","0.677734375","0.677734375","0.677734375","0.5341796875","0.5341796875","0.5341796875","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.5322265625","0.681640625","0.681640625","0.681640625","0.599609375","0.599609375","0.599609375","0.669921875","0.669921875","0.669921875","0.623046875","0.623046875","0.623046875","0.58203125","0.58203125","0.58203125"
"99","0.6552734375","0.6552734375","0.6552734375","0.5146484375","0.5146484375","0.5146484375","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.5166015625","0.6201171875","0.6201171875","0.6201171875","0.5693359375","0.5693359375","0.5693359375","0.6064453125","0.6064453125","0.6064453125","0.5849609375","0.5849609375","0.5849609375","0.5498046875","0.5498046875","0.5498046875"
"100","0.7060546875","0.7060546875","0.7060546875","0.5546875","0.5546875","0.5546875","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.548828125","0.6630859375","0.6630859375","0.6630859375","0.609375","0.609375","0.609375","0.6591796875","0.6591796875","0.6591796875","0.6337890625","0.6337890625","0.6337890625","0.599609375","0.599609375","0.599609375"
"101","0.6982421875","0.6982421875","0.6982421875","0.5439453125","0.5439453125","0.5439453125","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.544921875","0.68359375","0.68359375","0.68359375","0.611328125","0.611328125","0.611328125","0.6611328125","0.6611328125","0.6611328125","0.6376953125","0.6376953125","0.6376953125","0.6044921875","0.6044921875","0.6044921875"
"102","0.6748046875","0.6748046875","0.6748046875","0.59765625","0.59765625","0.59765625","0.501953125","0.501953125","0.501953125","0.501953125","0.501953125","0.501953125","0.521484375","0.521484375","0.521484375","0.626953125","0.626953125","0.626953125","0.5615234375","0.5615234375","0.5615234375","0.6103515625","0.6103515625","0.6103515625","0.5751953125","0.5751953125","0.5751953125","0.544921875","0.544921875","0.544921875"
"103","0.6943359375","0.6943359375","0.6943359375","0.6171875","0.6171875","0.6171875","0.5546875","0.5546875","0.5546875","0.5546875","0.5546875","0.5546875","0.5634765625","0.5634765625","0.5634765625","0.66796875","0.66796875","0.66796875","0.6103515625","0.6103515625","0.6103515625","0.662109375","0.662109375","0.662109375","0.6298828125","0.6298828125","0.6298828125","0.5986328125","0.5986328125","0.5986328125"
