"Step","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_accuracy_combined","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_accuracy_combined","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_accuracy_combined","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MAX"
"1759","0.765625","0.765625","0.765625","0.7529296875","0.7529296875","0.7529296875","0.6025390625","0.6025390625","0.6025390625","0.6513671875","0.6513671875","0.6513671875","0.6767578125","0.6767578125","0.6767578125","0.7529296875","0.7529296875","0.7529296875","0.7119140625","0.7119140625","0.7119140625","0.74609375","0.74609375","0.74609375","0.7119140625","0.7119140625","0.7119140625","0.666015625","0.666015625","0.666015625"
"1760","0.7587890625","0.7587890625","0.7587890625","0.7158203125","0.7158203125","0.7158203125","0.625","0.625","0.625","0.65625","0.65625","0.65625","0.669921875","0.669921875","0.669921875","0.72265625","0.72265625","0.72265625","0.6962890625","0.6962890625","0.6962890625","0.71875","0.71875","0.71875","0.6904296875","0.6904296875","0.6904296875","0.6630859375","0.6630859375","0.6630859375"
"1761","0.7685546875","0.7685546875","0.7685546875","0.7490234375","0.7490234375","0.7490234375","0.6318359375","0.6318359375","0.6318359375","0.6591796875","0.6591796875","0.6591796875","0.685546875","0.685546875","0.685546875","0.7470703125","0.7470703125","0.7470703125","0.70703125","0.70703125","0.70703125","0.7412109375","0.7412109375","0.7412109375","0.7109375","0.7109375","0.7109375","0.67578125","0.67578125","0.67578125"
"1762","0.7529296875","0.7529296875","0.7529296875","0.75","0.75","0.75","0.64453125","0.64453125","0.64453125","0.6689453125","0.6689453125","0.6689453125","0.689453125","0.689453125","0.689453125","0.7548828125","0.7548828125","0.7548828125","0.7265625","0.7265625","0.7265625","0.75","0.75","0.75","0.7353515625","0.7353515625","0.7353515625","0.6787109375","0.6787109375","0.6787109375"
"1763","0.7666015625","0.7666015625","0.7666015625","0.759765625","0.759765625","0.759765625","0.669921875","0.669921875","0.669921875","0.7099609375","0.7099609375","0.7099609375","0.7314453125","0.7314453125","0.7314453125","0.7626953125","0.7626953125","0.7626953125","0.7587890625","0.7587890625","0.7587890625","0.765625","0.765625","0.765625","0.7587890625","0.7587890625","0.7587890625","0.7265625","0.7265625","0.7265625"
"1764","0.7626953125","0.7626953125","0.7626953125","0.75","0.75","0.75","0.609375","0.609375","0.609375","0.6630859375","0.6630859375","0.6630859375","0.6865234375","0.6865234375","0.6865234375","0.7568359375","0.7568359375","0.7568359375","0.712890625","0.712890625","0.712890625","0.7412109375","0.7412109375","0.7412109375","0.7080078125","0.7080078125","0.7080078125","0.677734375","0.677734375","0.677734375"
"1765","0.7509765625","0.7509765625","0.7509765625","0.7646484375","0.7646484375","0.7646484375","0.611328125","0.611328125","0.611328125","0.6533203125","0.6533203125","0.6533203125","0.6708984375","0.6708984375","0.6708984375","0.7626953125","0.7626953125","0.7626953125","0.7177734375","0.7177734375","0.7177734375","0.748046875","0.748046875","0.748046875","0.7216796875","0.7216796875","0.7216796875","0.673828125","0.673828125","0.673828125"
"1766","0.75","0.75","0.75","0.7587890625","0.7587890625","0.7587890625","0.607421875","0.607421875","0.607421875","0.6474609375","0.6474609375","0.6474609375","0.6767578125","0.6767578125","0.6767578125","0.7529296875","0.7529296875","0.7529296875","0.7080078125","0.7080078125","0.7080078125","0.740234375","0.740234375","0.740234375","0.7197265625","0.7197265625","0.7197265625","0.67578125","0.67578125","0.67578125"
"1767","0.7568359375","0.7568359375","0.7568359375","0.716796875","0.716796875","0.716796875","0.5947265625","0.5947265625","0.5947265625","0.63671875","0.63671875","0.63671875","0.6796875","0.6796875","0.6796875","0.716796875","0.716796875","0.716796875","0.708984375","0.708984375","0.708984375","0.7138671875","0.7138671875","0.7138671875","0.7060546875","0.7060546875","0.7060546875","0.6630859375","0.6630859375","0.6630859375"
"1768","0.7705078125","0.7705078125","0.7705078125","0.724609375","0.724609375","0.724609375","0.6083984375","0.6083984375","0.6083984375","0.63671875","0.63671875","0.63671875","0.6611328125","0.6611328125","0.6611328125","0.7412109375","0.7412109375","0.7412109375","0.697265625","0.697265625","0.697265625","0.7265625","0.7265625","0.7265625","0.701171875","0.701171875","0.701171875","0.658203125","0.658203125","0.658203125"
"1769","0.7216796875","0.7216796875","0.7216796875","0.73828125","0.73828125","0.73828125","0.6337890625","0.6337890625","0.6337890625","0.6650390625","0.6650390625","0.6650390625","0.6884765625","0.6884765625","0.6884765625","0.740234375","0.740234375","0.740234375","0.7109375","0.7109375","0.7109375","0.734375","0.734375","0.734375","0.7119140625","0.7119140625","0.7119140625","0.6640625","0.6640625","0.6640625"
"1770","0.7421875","0.7421875","0.7421875","0.7529296875","0.7529296875","0.7529296875","0.6142578125","0.6142578125","0.6142578125","0.638671875","0.638671875","0.638671875","0.654296875","0.654296875","0.654296875","0.74609375","0.74609375","0.74609375","0.6953125","0.6953125","0.6953125","0.7333984375","0.7333984375","0.7333984375","0.701171875","0.701171875","0.701171875","0.6533203125","0.6533203125","0.6533203125"
"1771","0.7158203125","0.7158203125","0.7158203125","0.7587890625","0.7587890625","0.7587890625","0.6171875","0.6171875","0.6171875","0.6630859375","0.6630859375","0.6630859375","0.685546875","0.685546875","0.685546875","0.748046875","0.748046875","0.748046875","0.71484375","0.71484375","0.71484375","0.740234375","0.740234375","0.740234375","0.716796875","0.716796875","0.716796875","0.6728515625","0.6728515625","0.6728515625"
"1772","0.7412109375","0.7412109375","0.7412109375","0.744140625","0.744140625","0.744140625","0.6123046875","0.6123046875","0.6123046875","0.6591796875","0.6591796875","0.6591796875","0.6904296875","0.6904296875","0.6904296875","0.75","0.75","0.75","0.7265625","0.7265625","0.7265625","0.7314453125","0.7314453125","0.7314453125","0.728515625","0.728515625","0.728515625","0.6767578125","0.6767578125","0.6767578125"
"1773","0.734375","0.734375","0.734375","0.736328125","0.736328125","0.736328125","0.6103515625","0.6103515625","0.6103515625","0.6630859375","0.6630859375","0.6630859375","0.6806640625","0.6806640625","0.6806640625","0.7421875","0.7421875","0.7421875","0.708984375","0.708984375","0.708984375","0.7275390625","0.7275390625","0.7275390625","0.71875","0.71875","0.71875","0.6767578125","0.6767578125","0.6767578125"
"1774","0.7333984375","0.7333984375","0.7333984375","0.7314453125","0.7314453125","0.7314453125","0.5869140625","0.5869140625","0.5869140625","0.642578125","0.642578125","0.642578125","0.666015625","0.666015625","0.666015625","0.724609375","0.724609375","0.724609375","0.681640625","0.681640625","0.681640625","0.7255859375","0.7255859375","0.7255859375","0.6826171875","0.6826171875","0.6826171875","0.65234375","0.65234375","0.65234375"
"1775","0.736328125","0.736328125","0.736328125","0.7548828125","0.7548828125","0.7548828125","0.626953125","0.626953125","0.626953125","0.66796875","0.66796875","0.66796875","0.6982421875","0.6982421875","0.6982421875","0.763671875","0.763671875","0.763671875","0.7236328125","0.7236328125","0.7236328125","0.7578125","0.7578125","0.7578125","0.7255859375","0.7255859375","0.7255859375","0.6787109375","0.6787109375","0.6787109375"
"1776","0.75","0.75","0.75","0.73828125","0.73828125","0.73828125","0.607421875","0.607421875","0.607421875","0.6513671875","0.6513671875","0.6513671875","0.6708984375","0.6708984375","0.6708984375","0.748046875","0.748046875","0.748046875","0.7080078125","0.7080078125","0.7080078125","0.748046875","0.748046875","0.748046875","0.7060546875","0.7060546875","0.7060546875","0.6650390625","0.6650390625","0.6650390625"
"1777","0.7421875","0.7421875","0.7421875","0.7099609375","0.7099609375","0.7099609375","0.595703125","0.595703125","0.595703125","0.642578125","0.642578125","0.642578125","0.6640625","0.6640625","0.6640625","0.7158203125","0.7158203125","0.7158203125","0.6904296875","0.6904296875","0.6904296875","0.7158203125","0.7158203125","0.7158203125","0.6953125","0.6953125","0.6953125","0.6572265625","0.6572265625","0.6572265625"
"1778","0.73828125","0.73828125","0.73828125","0.740234375","0.740234375","0.740234375","0.625","0.625","0.625","0.658203125","0.658203125","0.658203125","0.6826171875","0.6826171875","0.6826171875","0.7353515625","0.7353515625","0.7353515625","0.7021484375","0.7021484375","0.7021484375","0.73828125","0.73828125","0.73828125","0.70703125","0.70703125","0.70703125","0.669921875","0.669921875","0.669921875"
"1779","0.7548828125","0.7548828125","0.7548828125","0.7529296875","0.7529296875","0.7529296875","0.6396484375","0.6396484375","0.6396484375","0.6728515625","0.6728515625","0.6728515625","0.689453125","0.689453125","0.689453125","0.7529296875","0.7529296875","0.7529296875","0.7216796875","0.7216796875","0.7216796875","0.7451171875","0.7451171875","0.7451171875","0.7265625","0.7265625","0.7265625","0.685546875","0.685546875","0.685546875"
"1780","0.71484375","0.71484375","0.71484375","0.7353515625","0.7353515625","0.7353515625","0.61328125","0.61328125","0.61328125","0.658203125","0.658203125","0.658203125","0.6845703125","0.6845703125","0.6845703125","0.74609375","0.74609375","0.74609375","0.7041015625","0.7041015625","0.7041015625","0.7275390625","0.7275390625","0.7275390625","0.708984375","0.708984375","0.708984375","0.666015625","0.666015625","0.666015625"
"1781","0.759765625","0.759765625","0.759765625","0.705078125","0.705078125","0.705078125","0.5830078125","0.5830078125","0.5830078125","0.6240234375","0.6240234375","0.6240234375","0.6376953125","0.6376953125","0.6376953125","0.7080078125","0.7080078125","0.7080078125","0.6708984375","0.6708984375","0.6708984375","0.6904296875","0.6904296875","0.6904296875","0.6708984375","0.6708984375","0.6708984375","0.6337890625","0.6337890625","0.6337890625"
"1782","0.7705078125","0.7705078125","0.7705078125","0.7431640625","0.7431640625","0.7431640625","0.619140625","0.619140625","0.619140625","0.6708984375","0.6708984375","0.6708984375","0.697265625","0.697265625","0.697265625","0.748046875","0.748046875","0.748046875","0.72265625","0.72265625","0.72265625","0.7353515625","0.7353515625","0.7353515625","0.7197265625","0.7197265625","0.7197265625","0.6806640625","0.6806640625","0.6806640625"
"1783","0.775390625","0.775390625","0.775390625","0.73828125","0.73828125","0.73828125","0.611328125","0.611328125","0.611328125","0.6474609375","0.6474609375","0.6474609375","0.6572265625","0.6572265625","0.6572265625","0.7255859375","0.7255859375","0.7255859375","0.6923828125","0.6923828125","0.6923828125","0.712890625","0.712890625","0.712890625","0.69140625","0.69140625","0.69140625","0.6533203125","0.6533203125","0.6533203125"
"1784","0.7578125","0.7578125","0.7578125","0.73828125","0.73828125","0.73828125","0.6220703125","0.6220703125","0.6220703125","0.6611328125","0.6611328125","0.6611328125","0.685546875","0.685546875","0.685546875","0.7255859375","0.7255859375","0.7255859375","0.7138671875","0.7138671875","0.7138671875","0.7275390625","0.7275390625","0.7275390625","0.716796875","0.716796875","0.716796875","0.6748046875","0.6748046875","0.6748046875"
"1785","0.736328125","0.736328125","0.736328125","0.7275390625","0.7275390625","0.7275390625","0.6318359375","0.6318359375","0.6318359375","0.666015625","0.666015625","0.666015625","0.6806640625","0.6806640625","0.6806640625","0.736328125","0.736328125","0.736328125","0.7099609375","0.7099609375","0.7099609375","0.7294921875","0.7294921875","0.7294921875","0.7177734375","0.7177734375","0.7177734375","0.6767578125","0.6767578125","0.6767578125"
"1786","0.7470703125","0.7470703125","0.7470703125","0.7294921875","0.7294921875","0.7294921875","0.6171875","0.6171875","0.6171875","0.6513671875","0.6513671875","0.6513671875","0.66796875","0.66796875","0.66796875","0.7451171875","0.7451171875","0.7451171875","0.7041015625","0.7041015625","0.7041015625","0.736328125","0.736328125","0.736328125","0.705078125","0.705078125","0.705078125","0.6611328125","0.6611328125","0.6611328125"
"1787","0.7294921875","0.7294921875","0.7294921875","0.7392578125","0.7392578125","0.7392578125","0.609375","0.609375","0.609375","0.6533203125","0.6533203125","0.6533203125","0.681640625","0.681640625","0.681640625","0.7392578125","0.7392578125","0.7392578125","0.708984375","0.708984375","0.708984375","0.7353515625","0.7353515625","0.7353515625","0.7119140625","0.7119140625","0.7119140625","0.6748046875","0.6748046875","0.6748046875"
"1788","0.759765625","0.759765625","0.759765625","0.728515625","0.728515625","0.728515625","0.583984375","0.583984375","0.583984375","0.626953125","0.626953125","0.626953125","0.654296875","0.654296875","0.654296875","0.72265625","0.72265625","0.72265625","0.6943359375","0.6943359375","0.6943359375","0.7177734375","0.7177734375","0.7177734375","0.6953125","0.6953125","0.6953125","0.6494140625","0.6494140625","0.6494140625"
"1789","0.7373046875","0.7373046875","0.7373046875","0.71484375","0.71484375","0.71484375","0.611328125","0.611328125","0.611328125","0.650390625","0.650390625","0.650390625","0.6708984375","0.6708984375","0.6708984375","0.7109375","0.7109375","0.7109375","0.7099609375","0.7099609375","0.7099609375","0.7236328125","0.7236328125","0.7236328125","0.7119140625","0.7119140625","0.7119140625","0.669921875","0.669921875","0.669921875"
"1790","0.7509765625","0.7509765625","0.7509765625","0.7314453125","0.7314453125","0.7314453125","0.6083984375","0.6083984375","0.6083984375","0.65625","0.65625","0.65625","0.6728515625","0.6728515625","0.6728515625","0.724609375","0.724609375","0.724609375","0.6982421875","0.6982421875","0.6982421875","0.72265625","0.72265625","0.72265625","0.701171875","0.701171875","0.701171875","0.6728515625","0.6728515625","0.6728515625"
"1791","0.7646484375","0.7646484375","0.7646484375","0.7255859375","0.7255859375","0.7255859375","0.59375","0.59375","0.59375","0.6416015625","0.6416015625","0.6416015625","0.6689453125","0.6689453125","0.6689453125","0.7236328125","0.7236328125","0.7236328125","0.703125","0.703125","0.703125","0.72265625","0.72265625","0.72265625","0.697265625","0.697265625","0.697265625","0.6494140625","0.6494140625","0.6494140625"
"1792","0.78125","0.78125","0.78125","0.7431640625","0.7431640625","0.7431640625","0.5966796875","0.5966796875","0.5966796875","0.6337890625","0.6337890625","0.6337890625","0.6572265625","0.6572265625","0.6572265625","0.7578125","0.7578125","0.7578125","0.705078125","0.705078125","0.705078125","0.748046875","0.748046875","0.748046875","0.712890625","0.712890625","0.712890625","0.6513671875","0.6513671875","0.6513671875"
"1793","0.7421875","0.7421875","0.7421875","0.75390625","0.75390625","0.75390625","0.6328125","0.6328125","0.6328125","0.6611328125","0.6611328125","0.6611328125","0.6875","0.6875","0.6875","0.7529296875","0.7529296875","0.7529296875","0.72265625","0.72265625","0.72265625","0.7529296875","0.7529296875","0.7529296875","0.73046875","0.73046875","0.73046875","0.6796875","0.6796875","0.6796875"
"1794","0.7412109375","0.7412109375","0.7412109375","0.736328125","0.736328125","0.736328125","0.595703125","0.595703125","0.595703125","0.6357421875","0.6357421875","0.6357421875","0.66796875","0.66796875","0.66796875","0.7392578125","0.7392578125","0.7392578125","0.6943359375","0.6943359375","0.6943359375","0.734375","0.734375","0.734375","0.7021484375","0.7021484375","0.7021484375","0.658203125","0.658203125","0.658203125"
"1795","0.763671875","0.763671875","0.763671875","0.724609375","0.724609375","0.724609375","0.6015625","0.6015625","0.6015625","0.6455078125","0.6455078125","0.6455078125","0.6640625","0.6640625","0.6640625","0.73046875","0.73046875","0.73046875","0.69140625","0.69140625","0.69140625","0.71484375","0.71484375","0.71484375","0.6953125","0.6953125","0.6953125","0.6533203125","0.6533203125","0.6533203125"
"1796","0.740234375","0.740234375","0.740234375","0.767578125","0.767578125","0.767578125","0.6171875","0.6171875","0.6171875","0.65625","0.65625","0.65625","0.6904296875","0.6904296875","0.6904296875","0.7529296875","0.7529296875","0.7529296875","0.7275390625","0.7275390625","0.7275390625","0.751953125","0.751953125","0.751953125","0.7314453125","0.7314453125","0.7314453125","0.68359375","0.68359375","0.68359375"
"1797","0.7255859375","0.7255859375","0.7255859375","0.7275390625","0.7275390625","0.7275390625","0.5869140625","0.5869140625","0.5869140625","0.62890625","0.62890625","0.62890625","0.66015625","0.66015625","0.66015625","0.716796875","0.716796875","0.716796875","0.6865234375","0.6865234375","0.6865234375","0.70703125","0.70703125","0.70703125","0.689453125","0.689453125","0.689453125","0.650390625","0.650390625","0.650390625"
"1798","0.7509765625","0.7509765625","0.7509765625","0.755859375","0.755859375","0.755859375","0.6220703125","0.6220703125","0.6220703125","0.65625","0.65625","0.65625","0.681640625","0.681640625","0.681640625","0.7490234375","0.7490234375","0.7490234375","0.7119140625","0.7119140625","0.7119140625","0.744140625","0.744140625","0.744140625","0.7177734375","0.7177734375","0.7177734375","0.6689453125","0.6689453125","0.6689453125"
"1799","0.7275390625","0.7275390625","0.7275390625","0.7197265625","0.7197265625","0.7197265625","0.6298828125","0.6298828125","0.6298828125","0.6630859375","0.6630859375","0.6630859375","0.681640625","0.681640625","0.681640625","0.7216796875","0.7216796875","0.7216796875","0.70703125","0.70703125","0.70703125","0.712890625","0.712890625","0.712890625","0.7041015625","0.7041015625","0.7041015625","0.6708984375","0.6708984375","0.6708984375"
"1800","0.7734375","0.7734375","0.7734375","0.70703125","0.70703125","0.70703125","0.5830078125","0.5830078125","0.5830078125","0.6259765625","0.6259765625","0.6259765625","0.6484375","0.6484375","0.6484375","0.7080078125","0.7080078125","0.7080078125","0.671875","0.671875","0.671875","0.6904296875","0.6904296875","0.6904296875","0.6796875","0.6796875","0.6796875","0.640625","0.640625","0.640625"
"1801","0.7412109375","0.7412109375","0.7412109375","0.7451171875","0.7451171875","0.7451171875","0.59375","0.59375","0.59375","0.6337890625","0.6337890625","0.6337890625","0.6650390625","0.6650390625","0.6650390625","0.732421875","0.732421875","0.732421875","0.6982421875","0.6982421875","0.6982421875","0.716796875","0.716796875","0.716796875","0.6953125","0.6953125","0.6953125","0.65234375","0.65234375","0.65234375"
"1802","0.7666015625","0.7666015625","0.7666015625","0.755859375","0.755859375","0.755859375","0.6123046875","0.6123046875","0.6123046875","0.640625","0.640625","0.640625","0.673828125","0.673828125","0.673828125","0.744140625","0.744140625","0.744140625","0.7080078125","0.7080078125","0.7080078125","0.7421875","0.7421875","0.7421875","0.705078125","0.705078125","0.705078125","0.6611328125","0.6611328125","0.6611328125"
"1803","0.7646484375","0.7646484375","0.7646484375","0.755859375","0.755859375","0.755859375","0.6572265625","0.6572265625","0.6572265625","0.6845703125","0.6845703125","0.6845703125","0.7080078125","0.7080078125","0.7080078125","0.7509765625","0.7509765625","0.7509765625","0.7353515625","0.7353515625","0.7353515625","0.7568359375","0.7568359375","0.7568359375","0.744140625","0.744140625","0.744140625","0.71484375","0.71484375","0.71484375"
"1804","0.7353515625","0.7353515625","0.7353515625","0.7412109375","0.7412109375","0.7412109375","0.60546875","0.60546875","0.60546875","0.6259765625","0.6259765625","0.6259765625","0.6591796875","0.6591796875","0.6591796875","0.7333984375","0.7333984375","0.7333984375","0.7041015625","0.7041015625","0.7041015625","0.7314453125","0.7314453125","0.7314453125","0.7021484375","0.7021484375","0.7021484375","0.6455078125","0.6455078125","0.6455078125"
"1805","0.7255859375","0.7255859375","0.7255859375","0.7216796875","0.7216796875","0.7216796875","0.58203125","0.58203125","0.58203125","0.6142578125","0.6142578125","0.6142578125","0.6533203125","0.6533203125","0.6533203125","0.728515625","0.728515625","0.728515625","0.6884765625","0.6884765625","0.6884765625","0.7119140625","0.7119140625","0.7119140625","0.69140625","0.69140625","0.69140625","0.6376953125","0.6376953125","0.6376953125"
"1806","0.732421875","0.732421875","0.732421875","0.76171875","0.76171875","0.76171875","0.6318359375","0.6318359375","0.6318359375","0.67578125","0.67578125","0.67578125","0.6962890625","0.6962890625","0.6962890625","0.763671875","0.763671875","0.763671875","0.7275390625","0.7275390625","0.7275390625","0.75390625","0.75390625","0.75390625","0.7333984375","0.7333984375","0.7333984375","0.6796875","0.6796875","0.6796875"
"1807","0.7216796875","0.7216796875","0.7216796875","0.7509765625","0.7509765625","0.7509765625","0.630859375","0.630859375","0.630859375","0.6708984375","0.6708984375","0.6708984375","0.6943359375","0.6943359375","0.6943359375","0.7431640625","0.7431640625","0.7431640625","0.7236328125","0.7236328125","0.7236328125","0.7421875","0.7421875","0.7421875","0.7265625","0.7265625","0.7265625","0.6845703125","0.6845703125","0.6845703125"
"1808","0.7509765625","0.7509765625","0.7509765625","0.7587890625","0.7587890625","0.7587890625","0.6396484375","0.6396484375","0.6396484375","0.681640625","0.681640625","0.681640625","0.7119140625","0.7119140625","0.7119140625","0.7685546875","0.7685546875","0.7685546875","0.740234375","0.740234375","0.740234375","0.7509765625","0.7509765625","0.7509765625","0.7314453125","0.7314453125","0.7314453125","0.69921875","0.69921875","0.69921875"
"1809","0.767578125","0.767578125","0.767578125","0.755859375","0.755859375","0.755859375","0.6064453125","0.6064453125","0.6064453125","0.6611328125","0.6611328125","0.6611328125","0.6748046875","0.6748046875","0.6748046875","0.7548828125","0.7548828125","0.7548828125","0.70703125","0.70703125","0.70703125","0.7431640625","0.7431640625","0.7431640625","0.71484375","0.71484375","0.71484375","0.662109375","0.662109375","0.662109375"
"1810","0.7470703125","0.7470703125","0.7470703125","0.7294921875","0.7294921875","0.7294921875","0.6279296875","0.6279296875","0.6279296875","0.662109375","0.662109375","0.662109375","0.6787109375","0.6787109375","0.6787109375","0.72265625","0.72265625","0.72265625","0.6943359375","0.6943359375","0.6943359375","0.720703125","0.720703125","0.720703125","0.7021484375","0.7021484375","0.7021484375","0.67578125","0.67578125","0.67578125"
"1811","0.7548828125","0.7548828125","0.7548828125","0.76171875","0.76171875","0.76171875","0.6337890625","0.6337890625","0.6337890625","0.6875","0.6875","0.6875","0.7109375","0.7109375","0.7109375","0.7548828125","0.7548828125","0.7548828125","0.744140625","0.744140625","0.744140625","0.748046875","0.748046875","0.748046875","0.7451171875","0.7451171875","0.7451171875","0.7060546875","0.7060546875","0.7060546875"
"1812","0.76171875","0.76171875","0.76171875","0.7373046875","0.7373046875","0.7373046875","0.6279296875","0.6279296875","0.6279296875","0.6630859375","0.6630859375","0.6630859375","0.681640625","0.681640625","0.681640625","0.7333984375","0.7333984375","0.7333984375","0.7001953125","0.7001953125","0.7001953125","0.73046875","0.73046875","0.73046875","0.7060546875","0.7060546875","0.7060546875","0.66796875","0.66796875","0.66796875"
"1813","0.7568359375","0.7568359375","0.7568359375","0.7646484375","0.7646484375","0.7646484375","0.6328125","0.6328125","0.6328125","0.681640625","0.681640625","0.681640625","0.7060546875","0.7060546875","0.7060546875","0.76953125","0.76953125","0.76953125","0.73828125","0.73828125","0.73828125","0.763671875","0.763671875","0.763671875","0.73828125","0.73828125","0.73828125","0.693359375","0.693359375","0.693359375"
"1814","0.7626953125","0.7626953125","0.7626953125","0.7353515625","0.7353515625","0.7353515625","0.6328125","0.6328125","0.6328125","0.6689453125","0.6689453125","0.6689453125","0.68359375","0.68359375","0.68359375","0.7431640625","0.7431640625","0.7431640625","0.712890625","0.712890625","0.712890625","0.7373046875","0.7373046875","0.7373046875","0.720703125","0.720703125","0.720703125","0.6748046875","0.6748046875","0.6748046875"
"1815","0.763671875","0.763671875","0.763671875","0.7353515625","0.7353515625","0.7353515625","0.625","0.625","0.625","0.65625","0.65625","0.65625","0.6728515625","0.6728515625","0.6728515625","0.7509765625","0.7509765625","0.7509765625","0.697265625","0.697265625","0.697265625","0.7255859375","0.7255859375","0.7255859375","0.703125","0.703125","0.703125","0.6669921875","0.6669921875","0.6669921875"
"1816","0.7490234375","0.7490234375","0.7490234375","0.732421875","0.732421875","0.732421875","0.6171875","0.6171875","0.6171875","0.66015625","0.66015625","0.66015625","0.6865234375","0.6865234375","0.6865234375","0.7265625","0.7265625","0.7265625","0.7080078125","0.7080078125","0.7080078125","0.72265625","0.72265625","0.72265625","0.7119140625","0.7119140625","0.7119140625","0.6806640625","0.6806640625","0.6806640625"
"1817","0.775390625","0.775390625","0.775390625","0.7353515625","0.7353515625","0.7353515625","0.6162109375","0.6162109375","0.6162109375","0.66796875","0.66796875","0.66796875","0.681640625","0.681640625","0.681640625","0.7353515625","0.7353515625","0.7353515625","0.7099609375","0.7099609375","0.7099609375","0.734375","0.734375","0.734375","0.7109375","0.7109375","0.7109375","0.6728515625","0.6728515625","0.6728515625"
"1818","0.759765625","0.759765625","0.759765625","0.7353515625","0.7353515625","0.7353515625","0.625","0.625","0.625","0.66796875","0.66796875","0.66796875","0.6875","0.6875","0.6875","0.7412109375","0.7412109375","0.7412109375","0.70703125","0.70703125","0.70703125","0.7333984375","0.7333984375","0.7333984375","0.7197265625","0.7197265625","0.7197265625","0.6787109375","0.6787109375","0.6787109375"
"1819","0.76953125","0.76953125","0.76953125","0.7578125","0.7578125","0.7578125","0.63671875","0.63671875","0.63671875","0.681640625","0.681640625","0.681640625","0.705078125","0.705078125","0.705078125","0.7490234375","0.7490234375","0.7490234375","0.7177734375","0.7177734375","0.7177734375","0.7392578125","0.7392578125","0.7392578125","0.7216796875","0.7216796875","0.7216796875","0.693359375","0.693359375","0.693359375"
"1820","0.7509765625","0.7509765625","0.7509765625","0.7294921875","0.7294921875","0.7294921875","0.6044921875","0.6044921875","0.6044921875","0.6455078125","0.6455078125","0.6455078125","0.6650390625","0.6650390625","0.6650390625","0.7333984375","0.7333984375","0.7333984375","0.689453125","0.689453125","0.689453125","0.7275390625","0.7275390625","0.7275390625","0.69921875","0.69921875","0.69921875","0.658203125","0.658203125","0.658203125"
"1821","0.751953125","0.751953125","0.751953125","0.7529296875","0.7529296875","0.7529296875","0.6337890625","0.6337890625","0.6337890625","0.671875","0.671875","0.671875","0.6884765625","0.6884765625","0.6884765625","0.7529296875","0.7529296875","0.7529296875","0.7119140625","0.7119140625","0.7119140625","0.7470703125","0.7470703125","0.7470703125","0.7197265625","0.7197265625","0.7197265625","0.6787109375","0.6787109375","0.6787109375"
"1822","0.7587890625","0.7587890625","0.7587890625","0.703125","0.703125","0.703125","0.578125","0.578125","0.578125","0.62890625","0.62890625","0.62890625","0.6455078125","0.6455078125","0.6455078125","0.6982421875","0.6982421875","0.6982421875","0.6708984375","0.6708984375","0.6708984375","0.6953125","0.6953125","0.6953125","0.673828125","0.673828125","0.673828125","0.6337890625","0.6337890625","0.6337890625"
"1823","0.7275390625","0.7275390625","0.7275390625","0.7080078125","0.7080078125","0.7080078125","0.6103515625","0.6103515625","0.6103515625","0.64453125","0.64453125","0.64453125","0.671875","0.671875","0.671875","0.712890625","0.712890625","0.712890625","0.685546875","0.685546875","0.685546875","0.701171875","0.701171875","0.701171875","0.685546875","0.685546875","0.685546875","0.6591796875","0.6591796875","0.6591796875"
