"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MAX"
"2994","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.103515625","-0.103515625","-0.103515625","-0.0625","-0.0625","-0.0625","-0.0458984375","-0.0458984375","-0.0458984375","-0.009765625","-0.009765625","-0.009765625","-0.0390625","-0.0390625","-0.0390625","-0.01953125","-0.01953125","-0.01953125","-0.0322265625","-0.0322265625","-0.0322265625","-0.0595703125","-0.0595703125","-0.0595703125"
"2995","-0.0048828125","-0.0048828125","-0.0048828125","-0.001953125","-0.001953125","-0.001953125","-0.0751953125","-0.0751953125","-0.0751953125","-0.05078125","-0.05078125","-0.05078125","-0.03515625","-0.03515625","-0.03515625","-0.0087890625","-0.0087890625","-0.0087890625","-0.0341796875","-0.0341796875","-0.0341796875","-0.0087890625","-0.0087890625","-0.0087890625","-0.01953125","-0.01953125","-0.01953125","-0.0478515625","-0.0478515625","-0.0478515625"
"2996","0.0009765625","0.0009765625","0.0009765625","-0.0126953125","-0.0126953125","-0.0126953125","-0.08984375","-0.08984375","-0.08984375","-0.0556640625","-0.0556640625","-0.0556640625","-0.0400390625","-0.0400390625","-0.0400390625","-0.00390625","-0.00390625","-0.00390625","-0.033203125","-0.033203125","-0.033203125","-0.015625","-0.015625","-0.015625","-0.03515625","-0.03515625","-0.03515625","-0.0498046875","-0.0498046875","-0.0498046875"
"2997","0.0087890625","0.0087890625","0.0087890625","-0.009765625","-0.009765625","-0.009765625","-0.087890625","-0.087890625","-0.087890625","-0.0595703125","-0.0595703125","-0.0595703125","-0.048828125","-0.048828125","-0.048828125","-0.0068359375","-0.0068359375","-0.0068359375","-0.0234375","-0.0234375","-0.0234375","-0.0166015625","-0.0166015625","-0.0166015625","-0.02734375","-0.02734375","-0.02734375","-0.060546875","-0.060546875","-0.060546875"
"2998","-0.0029296875","-0.0029296875","-0.0029296875","-0.01171875","-0.01171875","-0.01171875","-0.111328125","-0.111328125","-0.111328125","-0.0810546875","-0.0810546875","-0.0810546875","-0.0634765625","-0.0634765625","-0.0634765625","-0.0029296875","-0.0029296875","-0.0029296875","-0.0390625","-0.0390625","-0.0390625","-0.0205078125","-0.0205078125","-0.0205078125","-0.0166015625","-0.0166015625","-0.0166015625","-0.0908203125","-0.0908203125","-0.0908203125"
"2999","-0.001953125","-0.001953125","-0.001953125","-0.0068359375","-0.0068359375","-0.0068359375","-0.0908203125","-0.0908203125","-0.0908203125","-0.06640625","-0.06640625","-0.06640625","-0.0537109375","-0.0537109375","-0.0537109375","0.001953125","0.001953125","0.001953125","-0.037109375","-0.037109375","-0.037109375","-0.0107421875","-0.0107421875","-0.0107421875","-0.0302734375","-0.0302734375","-0.0302734375","-0.0556640625","-0.0556640625","-0.0556640625"
"3000","0.0029296875","0.0029296875","0.0029296875","-0.021484375","-0.021484375","-0.021484375","-0.1171875","-0.1171875","-0.1171875","-0.072265625","-0.072265625","-0.072265625","-0.0634765625","-0.0634765625","-0.0634765625","-0.021484375","-0.021484375","-0.021484375","-0.037109375","-0.037109375","-0.037109375","-0.017578125","-0.017578125","-0.017578125","-0.0390625","-0.0390625","-0.0390625","-0.0791015625","-0.0791015625","-0.0791015625"
"3001","-0.005859375","-0.005859375","-0.005859375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0888671875","-0.0888671875","-0.0888671875","-0.0771484375","-0.0771484375","-0.0771484375","-0.048828125","-0.048828125","-0.048828125","-0.0146484375","-0.0146484375","-0.0146484375","-0.0283203125","-0.0283203125","-0.0283203125","-0.0234375","-0.0234375","-0.0234375","-0.0263671875","-0.0263671875","-0.0263671875","-0.0634765625","-0.0634765625","-0.0634765625"
"3002","0.0029296875","0.0029296875","0.0029296875","-0.0068359375","-0.0068359375","-0.0068359375","-0.0869140625","-0.0869140625","-0.0869140625","-0.0625","-0.0625","-0.0625","-0.0458984375","-0.0458984375","-0.0458984375","0.0009765625","0.0009765625","0.0009765625","-0.0244140625","-0.0244140625","-0.0244140625","-0.0048828125","-0.0048828125","-0.0048828125","-0.0205078125","-0.0205078125","-0.0205078125","-0.05078125","-0.05078125","-0.05078125"
"3003","-0.00390625","-0.00390625","-0.00390625","-0.0107421875","-0.0107421875","-0.0107421875","-0.1015625","-0.1015625","-0.1015625","-0.0576171875","-0.0576171875","-0.0576171875","-0.046875","-0.046875","-0.046875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0390625","-0.0390625","-0.0390625","-0.015625","-0.015625","-0.015625","-0.0302734375","-0.0302734375","-0.0302734375","-0.05078125","-0.05078125","-0.05078125"
"3004","-0.0009765625","-0.0009765625","-0.0009765625","-0.00390625","-0.00390625","-0.00390625","-0.1044921875","-0.1044921875","-0.1044921875","-0.068359375","-0.068359375","-0.068359375","-0.052734375","-0.052734375","-0.052734375","-0.01171875","-0.01171875","-0.01171875","-0.037109375","-0.037109375","-0.037109375","-0.0234375","-0.0234375","-0.0234375","-0.0390625","-0.0390625","-0.0390625","-0.0751953125","-0.0751953125","-0.0751953125"
"3005","0","0","0","-0.009765625","-0.009765625","-0.009765625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0439453125","-0.0439453125","-0.0439453125","-0.0283203125","-0.0283203125","-0.0283203125","-0.0244140625","-0.0244140625","-0.0244140625","-0.017578125","-0.017578125","-0.017578125","-0.013671875","-0.013671875","-0.013671875","-0.0166015625","-0.0166015625","-0.0166015625","-0.0419921875","-0.0419921875","-0.0419921875"
"3006","-0.005859375","-0.005859375","-0.005859375","-0.0078125","-0.0078125","-0.0078125","-0.0703125","-0.0703125","-0.0703125","-0.0498046875","-0.0498046875","-0.0498046875","-0.05078125","-0.05078125","-0.05078125","-0.0107421875","-0.0107421875","-0.0107421875","-0.0244140625","-0.0244140625","-0.0244140625","-0.015625","-0.015625","-0.015625","-0.021484375","-0.021484375","-0.021484375","-0.056640625","-0.056640625","-0.056640625"
"3007","0","0","0","-0.0029296875","-0.0029296875","-0.0029296875","-0.087890625","-0.087890625","-0.087890625","-0.0439453125","-0.0439453125","-0.0439453125","-0.03515625","-0.03515625","-0.03515625","-0.0029296875","-0.0029296875","-0.0029296875","-0.01953125","-0.01953125","-0.01953125","-0.0087890625","-0.0087890625","-0.0087890625","-0.01171875","-0.01171875","-0.01171875","-0.0439453125","-0.0439453125","-0.0439453125"
"3008","-0.0087890625","-0.0087890625","-0.0087890625","0","0","0","-0.072265625","-0.072265625","-0.072265625","-0.0537109375","-0.0537109375","-0.0537109375","-0.05078125","-0.05078125","-0.05078125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0244140625","-0.0244140625","-0.0244140625","-0.0107421875","-0.0107421875","-0.0107421875","-0.02734375","-0.02734375","-0.02734375","-0.0625","-0.0625","-0.0625"
"3009","-0.0029296875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0849609375","-0.0849609375","-0.0849609375","-0.0517578125","-0.0517578125","-0.0517578125","-0.0439453125","-0.0439453125","-0.0439453125","-0.01171875","-0.01171875","-0.01171875","-0.025390625","-0.025390625","-0.025390625","-0.01171875","-0.01171875","-0.01171875","-0.0263671875","-0.0263671875","-0.0263671875","-0.05078125","-0.05078125","-0.05078125"
"3010","0.001953125","0.001953125","0.001953125","0.001953125","0.001953125","0.001953125","-0.0595703125","-0.0595703125","-0.0595703125","-0.0400390625","-0.0400390625","-0.0400390625","-0.0341796875","-0.0341796875","-0.0341796875","-0.0126953125","-0.0126953125","-0.0126953125","-0.017578125","-0.017578125","-0.017578125","-0.0224609375","-0.0224609375","-0.0224609375","-0.0166015625","-0.0166015625","-0.0166015625","-0.0439453125","-0.0439453125","-0.0439453125"
"3011","-0.0009765625","-0.0009765625","-0.0009765625","-0.0185546875","-0.0185546875","-0.0185546875","-0.0771484375","-0.0771484375","-0.0771484375","-0.056640625","-0.056640625","-0.056640625","-0.0517578125","-0.0517578125","-0.0517578125","-0.01953125","-0.01953125","-0.01953125","-0.025390625","-0.025390625","-0.025390625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0244140625","-0.0244140625","-0.0244140625","-0.05078125","-0.05078125","-0.05078125"
"3013","-0.0078125","-0.0078125","-0.0078125","-0.013671875","-0.013671875","-0.013671875","-0.076171875","-0.076171875","-0.076171875","-0.05859375","-0.05859375","-0.05859375","-0.04296875","-0.04296875","-0.04296875","-0.0087890625","-0.0087890625","-0.0087890625","-0.033203125","-0.033203125","-0.033203125","-0.021484375","-0.021484375","-0.021484375","-0.0361328125","-0.0361328125","-0.0361328125","-0.060546875","-0.060546875","-0.060546875"
"3014","-0.001953125","-0.001953125","-0.001953125","-0.01953125","-0.01953125","-0.01953125","-0.083984375","-0.083984375","-0.083984375","-0.0556640625","-0.0556640625","-0.0556640625","-0.029296875","-0.029296875","-0.029296875","0.0029296875","0.0029296875","0.0029296875","-0.0146484375","-0.0146484375","-0.0146484375","-0.013671875","-0.013671875","-0.013671875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0517578125","-0.0517578125","-0.0517578125"
"3015","-0.0048828125","-0.0048828125","-0.0048828125","-0.005859375","-0.005859375","-0.005859375","-0.0849609375","-0.0849609375","-0.0849609375","-0.0654296875","-0.0654296875","-0.0654296875","-0.0546875","-0.0546875","-0.0546875","-0.0341796875","-0.0341796875","-0.0341796875","-0.0419921875","-0.0419921875","-0.0419921875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0419921875","-0.0419921875","-0.0419921875","-0.0732421875","-0.0732421875","-0.0732421875"
"3016","0.00390625","0.00390625","0.00390625","-0.015625","-0.015625","-0.015625","-0.087890625","-0.087890625","-0.087890625","-0.0576171875","-0.0576171875","-0.0576171875","-0.044921875","-0.044921875","-0.044921875","-0.021484375","-0.021484375","-0.021484375","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.029296875","-0.0595703125","-0.0595703125","-0.0595703125"
"3017","0","0","0","0.0029296875","0.0029296875","0.0029296875","-0.0771484375","-0.0771484375","-0.0771484375","-0.04296875","-0.04296875","-0.04296875","-0.03125","-0.03125","-0.03125","-0.015625","-0.015625","-0.015625","-0.0224609375","-0.0224609375","-0.0224609375","-0.0126953125","-0.0126953125","-0.0126953125","-0.0263671875","-0.0263671875","-0.0263671875","-0.052734375","-0.052734375","-0.052734375"
"3018","-0.0048828125","-0.0048828125","-0.0048828125","0.0009765625","0.0009765625","0.0009765625","-0.0810546875","-0.0810546875","-0.0810546875","-0.052734375","-0.052734375","-0.052734375","-0.033203125","-0.033203125","-0.033203125","-0.00390625","-0.00390625","-0.00390625","-0.029296875","-0.029296875","-0.029296875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0205078125","-0.0205078125","-0.0205078125","-0.046875","-0.046875","-0.046875"
"3019","0","0","0","-0.005859375","-0.005859375","-0.005859375","-0.0654296875","-0.0654296875","-0.0654296875","-0.056640625","-0.056640625","-0.056640625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0048828125","-0.0048828125","-0.0048828125","-0.013671875","-0.013671875","-0.013671875","-0.00390625","-0.00390625","-0.00390625","-0.009765625","-0.009765625","-0.009765625","-0.046875","-0.046875","-0.046875"
"3020","-0.005859375","-0.005859375","-0.005859375","0.0126953125","0.0126953125","0.0126953125","-0.080078125","-0.080078125","-0.080078125","-0.060546875","-0.060546875","-0.060546875","-0.04296875","-0.04296875","-0.04296875","0.0009765625","0.0009765625","0.0009765625","-0.0361328125","-0.0361328125","-0.0361328125","-0.013671875","-0.013671875","-0.013671875","-0.02734375","-0.02734375","-0.02734375","-0.0537109375","-0.0537109375","-0.0537109375"
"3021","0.00390625","0.00390625","0.00390625","-0.0068359375","-0.0068359375","-0.0068359375","-0.0771484375","-0.0771484375","-0.0771484375","-0.078125","-0.078125","-0.078125","-0.05078125","-0.05078125","-0.05078125","-0.025390625","-0.025390625","-0.025390625","-0.0361328125","-0.0361328125","-0.0361328125","-0.017578125","-0.017578125","-0.017578125","-0.046875","-0.046875","-0.046875","-0.0693359375","-0.0693359375","-0.0693359375"
"3022","0.0009765625","0.0009765625","0.0009765625","-0.001953125","-0.001953125","-0.001953125","-0.06640625","-0.06640625","-0.06640625","-0.0419921875","-0.0419921875","-0.0419921875","-0.025390625","-0.025390625","-0.025390625","-0.0185546875","-0.0185546875","-0.0185546875","-0.0263671875","-0.0263671875","-0.0263671875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0263671875","-0.0263671875","-0.0263671875","-0.046875","-0.046875","-0.046875"
"3023","-0.001953125","-0.001953125","-0.001953125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0869140625","-0.0869140625","-0.0869140625","-0.06640625","-0.06640625","-0.06640625","-0.0458984375","-0.0458984375","-0.0458984375","-0.0078125","-0.0078125","-0.0078125","-0.025390625","-0.025390625","-0.025390625","-0.01953125","-0.01953125","-0.01953125","-0.0283203125","-0.0283203125","-0.0283203125","-0.0625","-0.0625","-0.0625"
"3024","0.0029296875","0.0029296875","0.0029296875","-0.005859375","-0.005859375","-0.005859375","-0.07421875","-0.07421875","-0.07421875","-0.0498046875","-0.0498046875","-0.0498046875","-0.041015625","-0.041015625","-0.041015625","0.0087890625","0.0087890625","0.0087890625","-0.0283203125","-0.0283203125","-0.0283203125","-0.0146484375","-0.0146484375","-0.0146484375","-0.021484375","-0.021484375","-0.021484375","-0.044921875","-0.044921875","-0.044921875"
"3025","-0.0048828125","-0.0048828125","-0.0048828125","-0.017578125","-0.017578125","-0.017578125","-0.0791015625","-0.0791015625","-0.0791015625","-0.0498046875","-0.0498046875","-0.0498046875","-0.033203125","-0.033203125","-0.033203125","-0.0048828125","-0.0048828125","-0.0048828125","-0.025390625","-0.025390625","-0.025390625","-0.01953125","-0.01953125","-0.01953125","-0.03125","-0.03125","-0.03125","-0.0390625","-0.0390625","-0.0390625"
"3026","0.0048828125","0.0048828125","0.0048828125","-0.0126953125","-0.0126953125","-0.0126953125","-0.072265625","-0.072265625","-0.072265625","-0.0595703125","-0.0595703125","-0.0595703125","-0.0390625","-0.0390625","-0.0390625","-0.0029296875","-0.0029296875","-0.0029296875","-0.03515625","-0.03515625","-0.03515625","-0.009765625","-0.009765625","-0.009765625","-0.037109375","-0.037109375","-0.037109375","-0.05859375","-0.05859375","-0.05859375"
"3027","0.001953125","0.001953125","0.001953125","-0.0107421875","-0.0107421875","-0.0107421875","-0.09375","-0.09375","-0.09375","-0.0625","-0.0625","-0.0625","-0.041015625","-0.041015625","-0.041015625","-0.017578125","-0.017578125","-0.017578125","-0.0419921875","-0.0419921875","-0.0419921875","-0.013671875","-0.013671875","-0.013671875","-0.037109375","-0.037109375","-0.037109375","-0.064453125","-0.064453125","-0.064453125"
"3028","0.005859375","0.005859375","0.005859375","-0.00390625","-0.00390625","-0.00390625","-0.076171875","-0.076171875","-0.076171875","-0.05859375","-0.05859375","-0.05859375","-0.0517578125","-0.0517578125","-0.0517578125","0.00390625","0.00390625","0.00390625","-0.03125","-0.03125","-0.03125","0.00390625","0.00390625","0.00390625","-0.0234375","-0.0234375","-0.0234375","-0.0458984375","-0.0458984375","-0.0458984375"
"3029","0.0029296875","0.0029296875","0.0029296875","0","0","0","-0.080078125","-0.080078125","-0.080078125","-0.0537109375","-0.0537109375","-0.0537109375","-0.0263671875","-0.0263671875","-0.0263671875","0","0","0","-0.0146484375","-0.0146484375","-0.0146484375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0224609375","-0.0224609375","-0.0224609375","-0.0380859375","-0.0380859375","-0.0380859375"
"3030","-0.0087890625","-0.0087890625","-0.0087890625","-0.0048828125","-0.0048828125","-0.0048828125","-0.078125","-0.078125","-0.078125","-0.0556640625","-0.0556640625","-0.0556640625","-0.05078125","-0.05078125","-0.05078125","-0.0078125","-0.0078125","-0.0078125","-0.033203125","-0.033203125","-0.033203125","-0.0029296875","-0.0029296875","-0.0029296875","-0.02734375","-0.02734375","-0.02734375","-0.0615234375","-0.0615234375","-0.0615234375"
"3031","-0.0009765625","-0.0009765625","-0.0009765625","-0.0068359375","-0.0068359375","-0.0068359375","-0.0703125","-0.0703125","-0.0703125","-0.0302734375","-0.0302734375","-0.0302734375","-0.01953125","-0.01953125","-0.01953125","-0.013671875","-0.013671875","-0.013671875","-0.0126953125","-0.0126953125","-0.0126953125","-0.009765625","-0.009765625","-0.009765625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0322265625","-0.0322265625","-0.0322265625"
"3032","0.009765625","0.009765625","0.009765625","-0.01171875","-0.01171875","-0.01171875","-0.0751953125","-0.0751953125","-0.0751953125","-0.0634765625","-0.0634765625","-0.0634765625","-0.0380859375","-0.0380859375","-0.0380859375","-0.013671875","-0.013671875","-0.013671875","-0.021484375","-0.021484375","-0.021484375","-0.01171875","-0.01171875","-0.01171875","-0.01953125","-0.01953125","-0.01953125","-0.048828125","-0.048828125","-0.048828125"
"3033","-0.0048828125","-0.0048828125","-0.0048828125","-0.013671875","-0.013671875","-0.013671875","-0.0732421875","-0.0732421875","-0.0732421875","-0.0595703125","-0.0595703125","-0.0595703125","-0.0537109375","-0.0537109375","-0.0537109375","-0.015625","-0.015625","-0.015625","-0.0458984375","-0.0458984375","-0.0458984375","-0.021484375","-0.021484375","-0.021484375","-0.0517578125","-0.0517578125","-0.0517578125","-0.06640625","-0.06640625","-0.06640625"
"3034","0.0009765625","0.0009765625","0.0009765625","-0.001953125","-0.001953125","-0.001953125","-0.0966796875","-0.0966796875","-0.0966796875","-0.0595703125","-0.0595703125","-0.0595703125","-0.0458984375","-0.0458984375","-0.0458984375","-0.0068359375","-0.0068359375","-0.0068359375","-0.025390625","-0.025390625","-0.025390625","-0.0166015625","-0.0166015625","-0.0166015625","-0.02734375","-0.02734375","-0.02734375","-0.0703125","-0.0703125","-0.0703125"
"3035","-0.0009765625","-0.0009765625","-0.0009765625","-0.0107421875","-0.0107421875","-0.0107421875","-0.08984375","-0.08984375","-0.08984375","-0.064453125","-0.064453125","-0.064453125","-0.0478515625","-0.0478515625","-0.0478515625","-0.01171875","-0.01171875","-0.01171875","-0.0361328125","-0.0361328125","-0.0361328125","-0.015625","-0.015625","-0.015625","-0.0283203125","-0.0283203125","-0.0283203125","-0.064453125","-0.064453125","-0.064453125"
"3036","0.0068359375","0.0068359375","0.0068359375","-0.025390625","-0.025390625","-0.025390625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0546875","-0.0546875","-0.0546875","-0.044921875","-0.044921875","-0.044921875","-0.015625","-0.015625","-0.015625","-0.0283203125","-0.0283203125","-0.0283203125","-0.0185546875","-0.0185546875","-0.0185546875","-0.0283203125","-0.0283203125","-0.0283203125","-0.060546875","-0.060546875","-0.060546875"
"3037","-0.0029296875","-0.0029296875","-0.0029296875","-0.005859375","-0.005859375","-0.005859375","-0.0732421875","-0.0732421875","-0.0732421875","-0.0576171875","-0.0576171875","-0.0576171875","-0.0400390625","-0.0400390625","-0.0400390625","-0.0068359375","-0.0068359375","-0.0068359375","-0.0283203125","-0.0283203125","-0.0283203125","-0.01171875","-0.01171875","-0.01171875","-0.01953125","-0.01953125","-0.01953125","-0.0498046875","-0.0498046875","-0.0498046875"
"3038","0.005859375","0.005859375","0.005859375","-0.0107421875","-0.0107421875","-0.0107421875","-0.1005859375","-0.1005859375","-0.1005859375","-0.0771484375","-0.0771484375","-0.0771484375","-0.064453125","-0.064453125","-0.064453125","-0.017578125","-0.017578125","-0.017578125","-0.0341796875","-0.0341796875","-0.0341796875","-0.015625","-0.015625","-0.015625","-0.0341796875","-0.0341796875","-0.0341796875","-0.06640625","-0.06640625","-0.06640625"
"3039","-0.0068359375","-0.0068359375","-0.0068359375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0712890625","-0.0712890625","-0.0712890625","-0.044921875","-0.044921875","-0.044921875","-0.041015625","-0.041015625","-0.041015625","-0.0029296875","-0.0029296875","-0.0029296875","-0.01953125","-0.01953125","-0.01953125","0.001953125","0.001953125","0.001953125","-0.0166015625","-0.0166015625","-0.0166015625","-0.041015625","-0.041015625","-0.041015625"
"3040","-0.005859375","-0.005859375","-0.005859375","0.0029296875","0.0029296875","0.0029296875","-0.0751953125","-0.0751953125","-0.0751953125","-0.0478515625","-0.0478515625","-0.0478515625","-0.04296875","-0.04296875","-0.04296875","-0.0048828125","-0.0048828125","-0.0048828125","-0.02734375","-0.02734375","-0.02734375","-0.0029296875","-0.0029296875","-0.0029296875","-0.0224609375","-0.0224609375","-0.0224609375","-0.0419921875","-0.0419921875","-0.0419921875"
"3041","0.0009765625","0.0009765625","0.0009765625","0.005859375","0.005859375","0.005859375","-0.0908203125","-0.0908203125","-0.0908203125","-0.076171875","-0.076171875","-0.076171875","-0.041015625","-0.041015625","-0.041015625","-0.0205078125","-0.0205078125","-0.0205078125","-0.0380859375","-0.0380859375","-0.0380859375","-0.0078125","-0.0078125","-0.0078125","-0.037109375","-0.037109375","-0.037109375","-0.0576171875","-0.0576171875","-0.0576171875"
"3042","0.0029296875","0.0029296875","0.0029296875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0771484375","-0.0771484375","-0.0771484375","-0.05859375","-0.05859375","-0.05859375","-0.044921875","-0.044921875","-0.044921875","-0.013671875","-0.013671875","-0.013671875","-0.0380859375","-0.0380859375","-0.0380859375","-0.017578125","-0.017578125","-0.017578125","-0.0380859375","-0.0380859375","-0.0380859375","-0.052734375","-0.052734375","-0.052734375"
"3043","0.005859375","0.005859375","0.005859375","0","0","0","-0.099609375","-0.099609375","-0.099609375","-0.0703125","-0.0703125","-0.0703125","-0.0556640625","-0.0556640625","-0.0556640625","0","0","0","-0.04296875","-0.04296875","-0.04296875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0380859375","-0.0380859375","-0.0380859375","-0.0771484375","-0.0771484375","-0.0771484375"
"3044","0.0048828125","0.0048828125","0.0048828125","-0.0166015625","-0.0166015625","-0.0166015625","-0.0908203125","-0.0908203125","-0.0908203125","-0.0556640625","-0.0556640625","-0.0556640625","-0.0439453125","-0.0439453125","-0.0439453125","-0.0107421875","-0.0107421875","-0.0107421875","-0.025390625","-0.025390625","-0.025390625","-0.0009765625","-0.0009765625","-0.0009765625","-0.029296875","-0.029296875","-0.029296875","-0.044921875","-0.044921875","-0.044921875"
"3045","0.001953125","0.001953125","0.001953125","-0.005859375","-0.005859375","-0.005859375","-0.080078125","-0.080078125","-0.080078125","-0.03515625","-0.03515625","-0.03515625","-0.0283203125","-0.0283203125","-0.0283203125","-0.013671875","-0.013671875","-0.013671875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0263671875","-0.0263671875","-0.0263671875","-0.04296875","-0.04296875","-0.04296875"
"3046","0.0078125","0.0078125","0.0078125","0.0009765625","0.0009765625","0.0009765625","-0.08203125","-0.08203125","-0.08203125","-0.0498046875","-0.0498046875","-0.0498046875","-0.0341796875","-0.0341796875","-0.0341796875","-0.01171875","-0.01171875","-0.01171875","-0.0302734375","-0.0302734375","-0.0302734375","-0.0078125","-0.0078125","-0.0078125","-0.0244140625","-0.0244140625","-0.0244140625","-0.0390625","-0.0390625","-0.0390625"
"3047","0.0078125","0.0078125","0.0078125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0703125","-0.0703125","-0.0703125","-0.060546875","-0.060546875","-0.060546875","-0.046875","-0.046875","-0.046875","0.00390625","0.00390625","0.00390625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0146484375","-0.0146484375","-0.0146484375","-0.0205078125","-0.0205078125","-0.0205078125","-0.0556640625","-0.0556640625","-0.0556640625"
"3048","0.0048828125","0.0048828125","0.0048828125","-0.01171875","-0.01171875","-0.01171875","-0.0966796875","-0.0966796875","-0.0966796875","-0.0693359375","-0.0693359375","-0.0693359375","-0.05078125","-0.05078125","-0.05078125","-0.0146484375","-0.0146484375","-0.0146484375","-0.03125","-0.03125","-0.03125","-0.009765625","-0.009765625","-0.009765625","-0.0361328125","-0.0361328125","-0.0361328125","-0.0634765625","-0.0634765625","-0.0634765625"
"3049","0.0029296875","0.0029296875","0.0029296875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0947265625","-0.0947265625","-0.0947265625","-0.0634765625","-0.0634765625","-0.0634765625","-0.0458984375","-0.0458984375","-0.0458984375","-0.017578125","-0.017578125","-0.017578125","-0.015625","-0.015625","-0.015625","-0.0029296875","-0.0029296875","-0.0029296875","-0.0283203125","-0.0283203125","-0.0283203125","-0.060546875","-0.060546875","-0.060546875"
"3050","0.001953125","0.001953125","0.001953125","0.0048828125","0.0048828125","0.0048828125","-0.0869140625","-0.0869140625","-0.0869140625","-0.0576171875","-0.0576171875","-0.0576171875","-0.0576171875","-0.0576171875","-0.0576171875","-0.0009765625","-0.0009765625","-0.0009765625","-0.0361328125","-0.0361328125","-0.0361328125","-0.01171875","-0.01171875","-0.01171875","-0.0361328125","-0.0361328125","-0.0361328125","-0.0732421875","-0.0732421875","-0.0732421875"
"3051","-0.001953125","-0.001953125","-0.001953125","0.0009765625","0.0009765625","0.0009765625","-0.078125","-0.078125","-0.078125","-0.052734375","-0.052734375","-0.052734375","-0.0322265625","-0.0322265625","-0.0322265625","-0.013671875","-0.013671875","-0.013671875","-0.0341796875","-0.0341796875","-0.0341796875","-0.017578125","-0.017578125","-0.017578125","-0.03125","-0.03125","-0.03125","-0.0517578125","-0.0517578125","-0.0517578125"
